id,type,author,settings,regular,dateCreated,dateSubmitted,dateModified,name,favorite,hidden,color,category,tags,grade,stage,status,is,os,prod,competitions,themes,team,code,raw,fail,sharpe,fitness,them
bWnqWaK,REGULAR,TN31932,"{'instrumentType': 'EQUITY', 'region': 'USA', 'universe': 'TOP3000', 'delay': 1, 'decay': 4, 'neutralization': 'SUBINDUSTRY', 'truncation': 0.08, 'pasteurization': 'ON', 'unitHandling': 'VERIFY', 'nanHandling': 'OFF', 'language': 'FASTEXPR', 'visualization': False}","{'code': 'rank(ts_sum(ts_rank(fnd65_totalcap_cusip_monchgsip,30),252))+rank(ts_rank(arc_tan(mdl165_dl8ibesnuggetskachengmodel1_7v),200))', 'description': None, 'operatorCount': 7}",2023-05-23T21:50:07-04:00,,2023-05-24T01:50:07-04:00,,False,False,,,[],,IS,UNSUBMITTED,"{'pnl': 4873088, 'bookSize': 20000000, 'longCount': 1302, 'shortCount': 1284, 'turnover': 0.1088, 'returns': 0.0495, 'drawdown': 0.0427, 'margin': 0.000911, 'fitness': 1.11, 'sharpe': 1.77, 'checks': [{'name': 'LOW_SHARPE', 'result': 'PASS', 'limit': 1.58, 'value': 1.77}, {'name': 'LOW_FITNESS', 'result': 'PASS', 'limit': 1.0, 'value': 1.11}, {'name': 'LOW_TURNOVER', 'result': 'PASS', 'limit': 0.01, 'value': 0.1088}, {'name': 'HIGH_TURNOVER', 'result': 'PASS', 'limit': 0.7, 'value': 0.1088}, {'name': 'CONCENTRATED_WEIGHT', 'result': 'PASS'}, {'name': 'LOW_SUB_UNIVERSE_SHARPE', 'result': 'PASS', 'limit': 0.77, 'value': 0.79}, {'name': 'SELF_CORRELATION', 'result': 'PENDING'}, {'name': 'PROD_CORRELATION', 'result': 'PENDING'}, {'name': 'REGULAR_SUBMISSION', 'result': 'PENDING'}, {'name': 'MATCHES_THEMES', 'result': 'WARNING', 'matched': [], 'unmatched': [{'id': 'qyQGwDE', 'name': 'Data Field Theme 19', 'multiplier': 5.0}]}, {'name': 'IS_LADDER_SHARPE', 'result': 'PENDING'}]}",,,,,,"rank(ts_sum(ts_rank(fnd65_totalcap_cusip_monchgsip,30),252))+rank(ts_rank(arc_tan(mdl165_dl8ibesnuggetskachengmodel1_7v),200))",2,0,1.77,1.11,WARNING
wJPlnN6,REGULAR,TN31932,"{'instrumentType': 'EQUITY', 'region': 'USA', 'universe': 'TOP3000', 'delay': 1, 'decay': 0, 'neutralization': 'SUBINDUSTRY', 'truncation': 0.08, 'pasteurization': 'ON', 'unitHandling': 'VERIFY', 'nanHandling': 'OFF', 'language': 'FASTEXPR', 'visualization': False}","{'code': '-rank(ts_rank(fnd65_totalcap_cusip_nlmc,63))-rank(ts_max(ts_stddev(vec_choose(oth429_research_reports_fundamental_keywords_3_method_3_filtered_pos,nth=0),20)/scale_down(vec_kurtosis(opt11_iv60rating)),250))', 'description': None, 'operatorCount': 11}",2023-05-23T21:51:21-04:00,,2023-05-24T12:50:45-04:00,,True,True,,,[],,IS,UNSUBMITTED,"{'pnl': 3275734, 'bookSize': 20000000, 'longCount': 756, 'shortCount': 763, 'turnover': 0.27, 'returns': 0.1612, 'drawdown': 0.0688, 'margin': 0.001194, 'fitness': 1.59, 'sharpe': 2.06, 'checks': [{'name': 'LOW_SHARPE', 'result': 'PASS', 'limit': 1.58, 'value': 2.06}, {'name': 'LOW_FITNESS', 'result': 'PASS', 'limit': 1.0, 'value': 1.59}, {'name': 'LOW_TURNOVER', 'result': 'PASS', 'limit': 0.01, 'value': 0.27}, {'name': 'HIGH_TURNOVER', 'result': 'PASS', 'limit': 0.7, 'value': 0.27}, {'name': 'CONCENTRATED_WEIGHT', 'result': 'PASS'}, {'name': 'LOW_SUB_UNIVERSE_SHARPE', 'result': 'PASS', 'limit': 0.89, 'value': 2.34}, {'name': 'SELF_CORRELATION', 'result': 'PENDING'}, {'name': 'PROD_CORRELATION', 'result': 'PENDING'}, {'name': 'REGULAR_SUBMISSION', 'result': 'PENDING'}, {'name': 'MATCHES_THEMES', 'result': 'WARNING', 'matched': [], 'unmatched': [{'id': 'qyQGwDE', 'name': 'Data Field Theme 19', 'multiplier': 5.0}]}, {'name': 'IS_LADDER_SHARPE', 'result': 'PENDING'}]}",,,,,,"-rank(ts_rank(fnd65_totalcap_cusip_nlmc,63))-rank(ts_max(ts_stddev(vec_choose(oth429_research_reports_fundamental_keywords_3_method_3_filtered_pos,nth=0),20)/scale_down(vec_kurtosis(opt11_iv60rating)),250))",2,0,2.06,1.59,WARNING
godMRLm,REGULAR,TN31932,"{'instrumentType': 'EQUITY', 'region': 'USA', 'universe': 'TOP3000', 'delay': 1, 'decay': 10, 'neutralization': 'SUBINDUSTRY', 'truncation': 0.08, 'pasteurization': 'ON', 'unitHandling': 'VERIFY', 'nanHandling': 'OFF', 'language': 'FASTEXPR', 'visualization': False}","{'code': '-rank(ts_arg_min(sign(vec_min(fnd14_hwt_bls_ttl_ass_dt_qtr))/ts_ir(anl15_bpsgics_s_fy1_cos_up,200),126))+rank(mdl165_dl8ibesnuggetschiwumodel2_43v/est_q_eps_num_4wks_ago)', 'description': None, 'operatorCount': 10}",2023-05-23T21:51:29-04:00,,2023-05-24T01:51:29-04:00,,False,False,,,[],,IS,UNSUBMITTED,"{'pnl': 1444111, 'bookSize': 20000000, 'longCount': 1411, 'shortCount': 1362, 'turnover': 0.0718, 'returns': 0.0554, 'drawdown': 0.0407, 'margin': 0.001542, 'fitness': 1.17, 'sharpe': 1.75, 'checks': [{'name': 'LOW_SHARPE', 'result': 'PASS', 'limit': 1.58, 'value': 1.75}, {'name': 'LOW_FITNESS', 'result': 'PASS', 'limit': 1.0, 'value': 1.17}, {'name': 'LOW_TURNOVER', 'result': 'PASS', 'limit': 0.01, 'value': 0.0718}, {'name': 'HIGH_TURNOVER', 'result': 'PASS', 'limit': 0.7, 'value': 0.0718}, {'name': 'CONCENTRATED_WEIGHT', 'result': 'PASS'}, {'name': 'LOW_SUB_UNIVERSE_SHARPE', 'result': 'PASS', 'limit': 0.76, 'value': 0.79}, {'name': 'SELF_CORRELATION', 'result': 'PENDING'}, {'name': 'PROD_CORRELATION', 'result': 'PENDING'}, {'name': 'REGULAR_SUBMISSION', 'result': 'PENDING'}, {'name': 'MATCHES_THEMES', 'result': 'WARNING', 'matched': [], 'unmatched': [{'id': 'qyQGwDE', 'name': 'Data Field Theme 19', 'multiplier': 5.0}]}, {'name': 'IS_LADDER_SHARPE', 'result': 'PENDING'}]}",,,,,,"-rank(ts_arg_min(sign(vec_min(fnd14_hwt_bls_ttl_ass_dt_qtr))/ts_ir(anl15_bpsgics_s_fy1_cos_up,200),126))+rank(mdl165_dl8ibesnuggetschiwumodel2_43v/est_q_eps_num_4wks_ago)",2,0,1.75,1.17,WARNING
zJ0m59X,REGULAR,TN31932,"{'instrumentType': 'EQUITY', 'region': 'USA', 'universe': 'TOP3000', 'delay': 1, 'decay': 5, 'neutralization': 'SUBINDUSTRY', 'truncation': 0.08, 'pasteurization': 'ON', 'unitHandling': 'VERIFY', 'nanHandling': 'OFF', 'language': 'FASTEXPR', 'visualization': False}","{'code': '-group_rank(ts_arg_max(ts_ir(est_q_eps_low,252),240),subindustry)-rank(mdl165_forddl8nuggetv2_84v)', 'description': None, 'operatorCount': 6}",2023-05-23T21:52:15-04:00,,2023-05-24T01:52:15-04:00,,False,False,,,[],,IS,UNSUBMITTED,"{'pnl': 5411319, 'bookSize': 20000000, 'longCount': 1370, 'shortCount': 1384, 'turnover': 0.1837, 'returns': 0.055, 'drawdown': 0.0284, 'margin': 0.000599, 'fitness': 1.09, 'sharpe': 1.99, 'checks': [{'name': 'LOW_SHARPE', 'result': 'PASS', 'limit': 1.58, 'value': 1.99}, {'name': 'LOW_FITNESS', 'result': 'PASS', 'limit': 1.0, 'value': 1.09}, {'name': 'LOW_TURNOVER', 'result': 'PASS', 'limit': 0.01, 'value': 0.1837}, {'name': 'HIGH_TURNOVER', 'result': 'PASS', 'limit': 0.7, 'value': 0.1837}, {'name': 'CONCENTRATED_WEIGHT', 'result': 'PASS'}, {'name': 'LOW_SUB_UNIVERSE_SHARPE', 'result': 'PASS', 'limit': 0.86, 'value': 1.25}, {'name': 'SELF_CORRELATION', 'result': 'PENDING'}, {'name': 'PROD_CORRELATION', 'result': 'PENDING'}, {'name': 'REGULAR_SUBMISSION', 'result': 'PENDING'}, {'name': 'MATCHES_THEMES', 'result': 'WARNING', 'matched': [], 'unmatched': [{'id': 'qyQGwDE', 'name': 'Data Field Theme 19', 'multiplier': 5.0}]}, {'name': 'IS_LADDER_SHARPE', 'result': 'PENDING'}]}",,,,,,"-group_rank(ts_arg_max(ts_ir(est_q_eps_low,252),240),subindustry)-rank(mdl165_forddl8nuggetv2_84v)",2,0,1.99,1.09,WARNING
M5ZQxM8,REGULAR,TN31932,"{'instrumentType': 'EQUITY', 'region': 'USA', 'universe': 'TOP3000', 'delay': 1, 'decay': 5, 'neutralization': 'SUBINDUSTRY', 'truncation': 0.08, 'pasteurization': 'ON', 'unitHandling': 'VERIFY', 'nanHandling': 'OFF', 'language': 'FASTEXPR', 'visualization': False}","{'code': 'rank(ts_arg_max(mdl165_dl8ibesnuggetschiwumodel1_81v,150))-rank(ts_av_diff(mdl165_dl8starminenuggetschiehuangmodel1_54v,120))', 'description': None, 'operatorCount': 5}",2023-05-23T21:53:59-04:00,,2023-05-24T01:53:59-04:00,,False,False,,,[],,IS,UNSUBMITTED,"{'pnl': 4157615, 'bookSize': 20000000, 'longCount': 1523, 'shortCount': 1514, 'turnover': 0.1228, 'returns': 0.0423, 'drawdown': 0.0299, 'margin': 0.000689, 'fitness': 1.12, 'sharpe': 1.92, 'checks': [{'name': 'LOW_SHARPE', 'result': 'PASS', 'limit': 1.58, 'value': 1.92}, {'name': 'LOW_FITNESS', 'result': 'PASS', 'limit': 1.0, 'value': 1.12}, {'name': 'LOW_TURNOVER', 'result': 'PASS', 'limit': 0.01, 'value': 0.1228}, {'name': 'HIGH_TURNOVER', 'result': 'PASS', 'limit': 0.7, 'value': 0.1228}, {'name': 'CONCENTRATED_WEIGHT', 'result': 'PASS'}, {'name': 'LOW_SUB_UNIVERSE_SHARPE', 'result': 'PASS', 'limit': 0.83, 'value': 1.0}, {'name': 'SELF_CORRELATION', 'result': 'PENDING'}, {'name': 'PROD_CORRELATION', 'result': 'PENDING'}, {'name': 'REGULAR_SUBMISSION', 'result': 'PENDING'}, {'name': 'MATCHES_THEMES', 'result': 'WARNING', 'matched': [], 'unmatched': [{'id': 'qyQGwDE', 'name': 'Data Field Theme 19', 'multiplier': 5.0}]}, {'name': 'IS_LADDER_SHARPE', 'result': 'PENDING'}]}",,,,,,"rank(ts_arg_max(mdl165_dl8ibesnuggetschiwumodel1_81v,150))-rank(ts_av_diff(mdl165_dl8starminenuggetschiehuangmodel1_54v,120))",2,0,1.92,1.12,WARNING
p13XAKb,REGULAR,TN31932,"{'instrumentType': 'EQUITY', 'region': 'USA', 'universe': 'TOP3000', 'delay': 1, 'decay': 10, 'neutralization': 'MARKET', 'truncation': 0.08, 'pasteurization': 'ON', 'unitHandling': 'VERIFY', 'nanHandling': 'OFF', 'language': 'FASTEXPR', 'visualization': False}","{'code': '-group_rank(ts_zscore(mdl165_forddl8nuggetv1_24v,90)/log(fnd17_qsga2rev),sector)+rank(ts_delta(power(est_q_pre_lowerednum_1mth,2),20))', 'description': None, 'operatorCount': 9}",2023-05-24T23:49:11-04:00,,2023-05-25T03:49:11-04:00,,False,False,,,[],,IS,UNSUBMITTED,"{'pnl': 8128516, 'bookSize': 20000000, 'longCount': 1082, 'shortCount': 1051, 'turnover': 0.2195, 'returns': 0.0826, 'drawdown': 0.037, 'margin': 0.000753, 'fitness': 1.39, 'sharpe': 2.26, 'checks': [{'name': 'LOW_SHARPE', 'result': 'PASS', 'limit': 1.58, 'value': 2.26}, {'name': 'LOW_FITNESS', 'result': 'PASS', 'limit': 1.0, 'value': 1.39}, {'name': 'LOW_TURNOVER', 'result': 'PASS', 'limit': 0.01, 'value': 0.2195}, {'name': 'HIGH_TURNOVER', 'result': 'PASS', 'limit': 0.7, 'value': 0.2195}, {'name': 'CONCENTRATED_WEIGHT', 'result': 'PASS'}, {'name': 'LOW_SUB_UNIVERSE_SHARPE', 'result': 'PASS', 'limit': 0.98, 'value': 1.5}, {'name': 'SELF_CORRELATION', 'result': 'PENDING'}, {'name': 'PROD_CORRELATION', 'result': 'PENDING'}, {'name': 'REGULAR_SUBMISSION', 'result': 'PENDING'}, {'name': 'MATCHES_THEMES', 'result': 'WARNING', 'matched': [], 'unmatched': [{'id': 'qyQGwDE', 'name': 'Data Field Theme 19', 'multiplier': 5.0}]}, {'name': 'IS_LADDER_SHARPE', 'result': 'PENDING'}]}",,,,,,"-group_rank(ts_zscore(mdl165_forddl8nuggetv1_24v,90)/log(fnd17_qsga2rev),sector)+rank(ts_delta(power(est_q_pre_lowerednum_1mth,2),20))",2,0,2.26,1.39,WARNING
Ll3jJba,REGULAR,TN31932,"{'instrumentType': 'EQUITY', 'region': 'USA', 'universe': 'TOP3000', 'delay': 1, 'decay': 0, 'neutralization': 'MARKET', 'truncation': 0.08, 'pasteurization': 'ON', 'unitHandling': 'VERIFY', 'nanHandling': 'OFF', 'language': 'FASTEXPR', 'visualization': False}","{'code': 'rank(regression_neut(arc_tan(mdl165_dl8starminenuggetschiehuangmodel1_24v),signed_power(mdl162_rect_a_252,2)))-rank(ts_corr(sigmoid(vec_sum(nws7_usa_news_storytones_pzengxth_take_seqno)),inst_tvr(se_neg_words,5),30))', 'description': None, 'operatorCount': 10}",2023-05-24T23:50:02-04:00,,2023-05-25T03:50:02-04:00,,False,False,,,[],,IS,UNSUBMITTED,"{'pnl': 9927081, 'bookSize': 20000000, 'longCount': 269, 'shortCount': 273, 'turnover': 0.2466, 'returns': 0.1009, 'drawdown': 0.0763, 'margin': 0.000819, 'fitness': 1.01, 'sharpe': 1.58, 'checks': [{'name': 'LOW_SHARPE', 'result': 'PASS', 'limit': 1.58, 'value': 1.58}, {'name': 'LOW_FITNESS', 'result': 'PASS', 'limit': 1.0, 'value': 1.01}, {'name': 'LOW_TURNOVER', 'result': 'PASS', 'limit': 0.01, 'value': 0.2466}, {'name': 'HIGH_TURNOVER', 'result': 'PASS', 'limit': 0.7, 'value': 0.2466}, {'name': 'CONCENTRATED_WEIGHT', 'result': 'PASS'}, {'name': 'LOW_SUB_UNIVERSE_SHARPE', 'result': 'PASS', 'limit': 0.68, 'value': 1.09}, {'name': 'SELF_CORRELATION', 'result': 'PENDING'}, {'name': 'PROD_CORRELATION', 'result': 'PENDING'}, {'name': 'REGULAR_SUBMISSION', 'result': 'PENDING'}, {'name': 'MATCHES_THEMES', 'result': 'WARNING', 'matched': [], 'unmatched': [{'id': 'qyQGwDE', 'name': 'Data Field Theme 19', 'multiplier': 5.0}]}, {'name': 'IS_LADDER_SHARPE', 'result': 'PENDING'}]}",,,,,,"rank(regression_neut(arc_tan(mdl165_dl8starminenuggetschiehuangmodel1_24v),signed_power(mdl162_rect_a_252,2)))-rank(ts_corr(sigmoid(vec_sum(nws7_usa_news_storytones_pzengxth_take_seqno)),inst_tvr(se_neg_words,5),30))",2,0,1.58,1.01,WARNING
O5gYaVv,REGULAR,TN31932,"{'instrumentType': 'EQUITY', 'region': 'USA', 'universe': 'TOP3000', 'delay': 1, 'decay': 0, 'neutralization': 'MARKET', 'truncation': 0.08, 'pasteurization': 'ON', 'unitHandling': 'VERIFY', 'nanHandling': 'OFF', 'language': 'FASTEXPR', 'visualization': False}","{'code': 'rank(regression_neut(ts_min_max_diff(mdl165_dl8ibesnuggetskachengmodel1_7v,180),anl15_bps_ind_cal_fy3_1m_chg))-group_rank(ts_sum(vec_ir(mcr27_bucket_monthly_jobsactive),250)/ts_sum(mdl116_epsyld_ntm_deltapredict_model_madp,5),industry)', 'description': None, 'operatorCount': 9}",2023-05-24T23:50:39-04:00,,2023-05-25T03:50:39-04:00,,False,False,,,[],,IS,UNSUBMITTED,"{'pnl': 3385754, 'bookSize': 20000000, 'longCount': 1019, 'shortCount': 1050, 'turnover': 0.1289, 'returns': 0.1168, 'drawdown': 0.0743, 'margin': 0.001812, 'fitness': 1.55, 'sharpe': 1.63, 'checks': [{'name': 'LOW_SHARPE', 'result': 'PASS', 'limit': 1.58, 'value': 1.63}, {'name': 'LOW_FITNESS', 'result': 'PASS', 'limit': 1.0, 'value': 1.55}, {'name': 'LOW_TURNOVER', 'result': 'PASS', 'limit': 0.01, 'value': 0.1289}, {'name': 'HIGH_TURNOVER', 'result': 'PASS', 'limit': 0.7, 'value': 0.1289}, {'name': 'CONCENTRATED_WEIGHT', 'result': 'PASS'}, {'name': 'LOW_SUB_UNIVERSE_SHARPE', 'result': 'PASS', 'limit': 0.71, 'value': 1.53}, {'name': 'SELF_CORRELATION', 'result': 'PENDING'}, {'name': 'PROD_CORRELATION', 'result': 'PENDING'}, {'name': 'REGULAR_SUBMISSION', 'result': 'PENDING'}, {'name': 'MATCHES_THEMES', 'result': 'WARNING', 'matched': [], 'unmatched': [{'id': 'qyQGwDE', 'name': 'Data Field Theme 19', 'multiplier': 5.0}]}, {'name': 'IS_LADDER_SHARPE', 'result': 'PENDING'}]}",,,,,,"rank(regression_neut(ts_min_max_diff(mdl165_dl8ibesnuggetskachengmodel1_7v,180),anl15_bps_ind_cal_fy3_1m_chg))-group_rank(ts_sum(vec_ir(mcr27_bucket_monthly_jobsactive),250)/ts_sum(mdl116_epsyld_ntm_deltapredict_model_madp,5),industry)",2,0,1.63,1.55,WARNING
KwZ0REx,REGULAR,TN31932,"{'instrumentType': 'EQUITY', 'region': 'USA', 'universe': 'TOP3000', 'delay': 1, 'decay': 0, 'neutralization': 'MARKET', 'truncation': 0.08, 'pasteurization': 'ON', 'unitHandling': 'VERIFY', 'nanHandling': 'OFF', 'language': 'FASTEXPR', 'visualization': False}","{'code': '-group_rank(ts_sum(ts_delta(vec_stddev(fnd14_egc_form_fkey),120),126),industry)-group_rank(regression_neut(ts_scale(mdl77_2400_vefcomtt,20),ts_median(mdl165_forddl8nuggetv2_6v,200)),sector)', 'description': None, 'operatorCount': 10}",2023-05-24T23:51:27-04:00,,2023-05-25T03:51:27-04:00,,False,False,,,[],,IS,UNSUBMITTED,"{'pnl': 2238278, 'bookSize': 20000000, 'longCount': 1262, 'shortCount': 1266, 'turnover': 0.3793, 'returns': 0.1052, 'drawdown': 0.0252, 'margin': 0.000555, 'fitness': 1.07, 'sharpe': 2.03, 'checks': [{'name': 'LOW_SHARPE', 'result': 'PASS', 'limit': 1.58, 'value': 2.03}, {'name': 'LOW_FITNESS', 'result': 'PASS', 'limit': 1.0, 'value': 1.07}, {'name': 'LOW_TURNOVER', 'result': 'PASS', 'limit': 0.01, 'value': 0.3793}, {'name': 'HIGH_TURNOVER', 'result': 'PASS', 'limit': 0.7, 'value': 0.3793}, {'name': 'CONCENTRATED_WEIGHT', 'result': 'PASS'}, {'name': 'LOW_SUB_UNIVERSE_SHARPE', 'result': 'PASS', 'limit': 0.88, 'value': 1.26}, {'name': 'SELF_CORRELATION', 'result': 'PENDING'}, {'name': 'PROD_CORRELATION', 'result': 'PENDING'}, {'name': 'REGULAR_SUBMISSION', 'result': 'PENDING'}, {'name': 'MATCHES_THEMES', 'result': 'WARNING', 'matched': [], 'unmatched': [{'id': 'qyQGwDE', 'name': 'Data Field Theme 19', 'multiplier': 5.0}]}, {'name': 'IS_LADDER_SHARPE', 'result': 'PENDING'}]}",,,,,,"-group_rank(ts_sum(ts_delta(vec_stddev(fnd14_egc_form_fkey),120),126),industry)-group_rank(regression_neut(ts_scale(mdl77_2400_vefcomtt,20),ts_median(mdl165_forddl8nuggetv2_6v,200)),sector)",2,0,2.03,1.07,WARNING
O5gYw0Y,REGULAR,TN31932,"{'instrumentType': 'EQUITY', 'region': 'USA', 'universe': 'TOP3000', 'delay': 1, 'decay': 0, 'neutralization': 'MARKET', 'truncation': 0.08, 'pasteurization': 'ON', 'unitHandling': 'VERIFY', 'nanHandling': 'OFF', 'language': 'FASTEXPR', 'visualization': False}","{'code': 'rank(inst_tvr(oth455_customer_n2v_p10_q200_w3_pca_fact3_value,200)/ts_mean(vec_avg(fnd14_rtq_td_rtq_nvr_cni_twh),60))-group_rank(ts_ir(ts_stddev(vec_avg(nws21_abz1neg_version),90),120),sector)', 'description': None, 'operatorCount': 10}",2023-05-24T23:54:27-04:00,,2023-05-25T03:54:27-04:00,,False,False,,,[],,IS,UNSUBMITTED,"{'pnl': 1568656, 'bookSize': 20000000, 'longCount': 1074, 'shortCount': 1068, 'turnover': 0.0329, 'returns': 0.0601, 'drawdown': 0.0481, 'margin': 0.003659, 'fitness': 1.26, 'sharpe': 1.81, 'checks': [{'name': 'LOW_SHARPE', 'result': 'PASS', 'limit': 1.58, 'value': 1.81}, {'name': 'LOW_FITNESS', 'result': 'PASS', 'limit': 1.0, 'value': 1.26}, {'name': 'LOW_TURNOVER', 'result': 'PASS', 'limit': 0.01, 'value': 0.0329}, {'name': 'HIGH_TURNOVER', 'result': 'PASS', 'limit': 0.7, 'value': 0.0329}, {'name': 'CONCENTRATED_WEIGHT', 'result': 'PASS'}, {'name': 'LOW_SUB_UNIVERSE_SHARPE', 'result': 'PASS', 'limit': 0.78, 'value': 1.02}, {'name': 'SELF_CORRELATION', 'result': 'PENDING'}, {'name': 'PROD_CORRELATION', 'result': 'PENDING'}, {'name': 'REGULAR_SUBMISSION', 'result': 'PENDING'}, {'name': 'MATCHES_THEMES', 'result': 'WARNING', 'matched': [], 'unmatched': [{'id': 'qyQGwDE', 'name': 'Data Field Theme 19', 'multiplier': 5.0}]}, {'name': 'IS_LADDER_SHARPE', 'result': 'PENDING'}]}",,,,,,"rank(inst_tvr(oth455_customer_n2v_p10_q200_w3_pca_fact3_value,200)/ts_mean(vec_avg(fnd14_rtq_td_rtq_nvr_cni_twh),60))-group_rank(ts_ir(ts_stddev(vec_avg(nws21_abz1neg_version),90),120),sector)",2,0,1.81,1.26,WARNING
